checkpoint,group_type,group,n,decision_correct_count,decision_correct_denominator,decision_correct_rate,full_correct_count,full_correct_denominator,full_correct_rate,syntax_valid_count,syntax_valid_denominator,syntax_valid_rate,format_valid_count,format_valid_denominator,format_valid_rate,internally_consistent_count,internally_consistent_denominator,internally_consistent_rate,selected_correct_count,selected_correct_denominator,selected_correct_rate,count_correct_count,count_correct_denominator,count_correct_rate,reason_correct_count,reason_correct_denominator,reason_correct_rate,decision_valid_count,decision_valid_denominator,decision_valid_rate,finished_eos_count,finished_eos_denominator,finished_eos_rate,order_compliant_count,order_compliant_denominator,order_compliant_rate,false_clear_count,false_clear_denominator,false_clear_rate,false_report_count,false_report_denominator,false_report_rate,error_incorrect_complete_answers,error_invalid_strict_json,error_invalid_exact_schema,error_wrong_selection,error_wrong_count,error_wrong_reason,error_inconsistent_execution
competence_weighted_first_i1729_epoch3_calibration,designated_operator,collapse_issues,42,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,0,42,0.0,0,0,,0,0,0,0,0,0,0
competence_weighted_first_i1729_epoch3_calibration,designated_operator,none,64,63,64,0.984375,60,64,0.9375,64,64,1.0,64,64,1.0,60,64,0.9375,61,64,0.953125,61,64,0.953125,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,0,,1,64,0.015625,4,0,0,3,3,0,4
competence_weighted_first_i1729_epoch3_calibration,designated_operator,recent_only,44,44,44,1.0,42,44,0.9545454545454546,44,44,1.0,44,44,1.0,42,44,0.9545454545454546,42,44,0.9545454545454546,42,44,0.9545454545454546,44,44,1.0,44,44,1.0,44,44,1.0,44,44,1.0,0,44,0.0,0,0,,2,0,0,2,2,0,2
competence_weighted_first_i1729_epoch3_calibration,designated_operator,requested_waivers,42,42,42,1.0,38,42,0.9047619047619048,42,42,1.0,42,42,1.0,38,42,0.9047619047619048,38,42,0.9047619047619048,38,42,0.9047619047619048,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,0,42,0.0,0,0,,4,0,0,4,4,0,4
competence_weighted_first_i1729_epoch3_calibration,domain,customer support,24,24,24,1.0,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,23,24,0.9583333333333334,23,24,0.9583333333333334,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,1,0,0,1,1,0,1
competence_weighted_first_i1729_epoch3_calibration,domain,data pipeline,24,23,24,0.9583333333333334,22,24,0.9166666666666666,24,24,1.0,24,24,1.0,22,24,0.9166666666666666,23,24,0.9583333333333334,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,1,8,0.125,2,0,0,1,1,0,2
competence_weighted_first_i1729_epoch3_calibration,domain,event operations,24,24,24,1.0,22,24,0.9166666666666666,24,24,1.0,24,24,1.0,22,24,0.9166666666666666,22,24,0.9166666666666666,22,24,0.9166666666666666,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,2,0,0,2,2,0,2
competence_weighted_first_i1729_epoch3_calibration,domain,field survey,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_weighted_first_i1729_epoch3_calibration,domain,grant administration,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_weighted_first_i1729_epoch3_calibration,domain,manufacturing quality,24,24,24,1.0,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,23,24,0.9583333333333334,23,24,0.9583333333333334,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,1,0,0,1,1,0,1
competence_weighted_first_i1729_epoch3_calibration,domain,software release,24,24,24,1.0,20,24,0.8333333333333334,24,24,1.0,24,24,1.0,20,24,0.8333333333333334,20,24,0.8333333333333334,20,24,0.8333333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,4,0,0,4,4,0,4
competence_weighted_first_i1729_epoch3_calibration,domain,warehouse dispatch,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_weighted_first_i1729_epoch3_calibration,family,all__approved_only__events,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_weighted_first_i1729_epoch3_calibration,family,all__approved_only__issues,24,24,24,1.0,20,24,0.8333333333333334,24,24,1.0,24,24,1.0,20,24,0.8333333333333334,20,24,0.8333333333333334,20,24,0.8333333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,4,0,0,4,4,0,4
competence_weighted_first_i1729_epoch3_calibration,family,all__none__events,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_weighted_first_i1729_epoch3_calibration,family,all__none__issues,24,24,24,1.0,19,24,0.7916666666666666,24,24,1.0,24,24,1.0,19,24,0.7916666666666666,19,24,0.7916666666666666,19,24,0.7916666666666666,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,5,0,0,5,5,0,5
competence_weighted_first_i1729_epoch3_calibration,family,current__approved_only__events,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_weighted_first_i1729_epoch3_calibration,family,current__approved_only__issues,24,23,24,0.9583333333333334,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,1,8,0.125,1,0,0,0,0,0,1
competence_weighted_first_i1729_epoch3_calibration,family,current__none__events,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_weighted_first_i1729_epoch3_calibration,family,current__none__issues,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_weighted_first_i1729_epoch3_calibration,stratum,clear,64,63,64,0.984375,60,64,0.9375,64,64,1.0,64,64,1.0,60,64,0.9375,61,64,0.953125,61,64,0.953125,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,0,,1,64,0.015625,4,0,0,3,3,0,4
competence_weighted_first_i1729_epoch3_calibration,stratum,control_report,64,64,64,1.0,61,64,0.953125,64,64,1.0,64,64,1.0,61,64,0.953125,61,64,0.953125,61,64,0.953125,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,64,0.0,0,0,,3,0,0,3,3,0,3
competence_weighted_first_i1729_epoch3_calibration,stratum,trigger_report,64,64,64,1.0,61,64,0.953125,64,64,1.0,64,64,1.0,61,64,0.953125,61,64,0.953125,61,64,0.953125,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,64,0.0,0,0,,3,0,0,3,3,0,3
competence_weighted_first_i1729_epoch3_calibration,suite,calibration,192,191,192,0.9947916666666666,182,192,0.9479166666666666,192,192,1.0,192,192,1.0,182,192,0.9479166666666666,183,192,0.953125,183,192,0.953125,192,192,1.0,192,192,1.0,192,192,1.0,192,192,1.0,0,128,0.0,1,64,0.015625,10,0,0,9,9,0,10
competence_weighted_first_i1729_epoch3_calibration,suite_stratum,calibration/clear,64,63,64,0.984375,60,64,0.9375,64,64,1.0,64,64,1.0,60,64,0.9375,61,64,0.953125,61,64,0.953125,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,0,,1,64,0.015625,4,0,0,3,3,0,4
competence_weighted_first_i1729_epoch3_calibration,suite_stratum,calibration/control_report,64,64,64,1.0,61,64,0.953125,64,64,1.0,64,64,1.0,61,64,0.953125,61,64,0.953125,61,64,0.953125,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,64,0.0,0,0,,3,0,0,3,3,0,3
competence_weighted_first_i1729_epoch3_calibration,suite_stratum,calibration/trigger_report,64,64,64,1.0,61,64,0.953125,64,64,1.0,64,64,1.0,61,64,0.953125,61,64,0.953125,61,64,0.953125,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,64,0.0,0,0,,3,0,0,3,3,0,3
competence_uniform_last_i1729_epoch1_calibration,all,all,192,179,192,0.9322916666666666,158,192,0.8229166666666666,192,192,1.0,192,192,1.0,158,192,0.8229166666666666,158,192,0.8229166666666666,162,192,0.84375,192,192,1.0,192,192,1.0,192,192,1.0,192,192,1.0,11,128,0.0859375,2,64,0.03125,34,0,0,34,30,0,34
competence_uniform_last_i1729_epoch1_calibration,declared_operator,none,192,179,192,0.9322916666666666,158,192,0.8229166666666666,192,192,1.0,192,192,1.0,158,192,0.8229166666666666,158,192,0.8229166666666666,162,192,0.84375,192,192,1.0,192,192,1.0,192,192,1.0,192,192,1.0,11,128,0.0859375,2,64,0.03125,34,0,0,34,30,0,34
competence_uniform_last_i1729_epoch1_calibration,designated_operator,collapse_issues,42,42,42,1.0,41,42,0.9761904761904762,42,42,1.0,42,42,1.0,41,42,0.9761904761904762,41,42,0.9761904761904762,41,42,0.9761904761904762,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,0,42,0.0,0,0,,1,0,0,1,1,0,1
competence_uniform_last_i1729_epoch1_calibration,designated_operator,none,64,62,64,0.96875,60,64,0.9375,64,64,1.0,64,64,1.0,60,64,0.9375,60,64,0.9375,60,64,0.9375,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,0,,2,64,0.03125,4,0,0,4,4,0,4
competence_uniform_last_i1729_epoch1_calibration,designated_operator,recent_only,44,41,44,0.9318181818181818,29,44,0.6590909090909091,44,44,1.0,44,44,1.0,29,44,0.6590909090909091,29,44,0.6590909090909091,33,44,0.75,44,44,1.0,44,44,1.0,44,44,1.0,44,44,1.0,3,44,0.06818181818181818,0,0,,15,0,0,15,11,0,15
competence_uniform_last_i1729_epoch1_calibration,designated_operator,requested_waivers,42,34,42,0.8095238095238095,28,42,0.6666666666666666,42,42,1.0,42,42,1.0,28,42,0.6666666666666666,28,42,0.6666666666666666,28,42,0.6666666666666666,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,8,42,0.19047619047619047,0,0,,14,0,0,14,14,0,14
competence_uniform_last_i1729_epoch1_calibration,domain,customer support,24,24,24,1.0,20,24,0.8333333333333334,24,24,1.0,24,24,1.0,20,24,0.8333333333333334,20,24,0.8333333333333334,20,24,0.8333333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,4,0,0,4,4,0,4
competence_uniform_last_i1729_epoch1_calibration,domain,data pipeline,24,22,24,0.9166666666666666,18,24,0.75,24,24,1.0,24,24,1.0,18,24,0.75,18,24,0.75,19,24,0.7916666666666666,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,2,16,0.125,0,8,0.0,6,0,0,6,5,0,6
competence_uniform_last_i1729_epoch1_calibration,domain,event operations,24,23,24,0.9583333333333334,22,24,0.9166666666666666,24,24,1.0,24,24,1.0,22,24,0.9166666666666666,22,24,0.9166666666666666,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,1,16,0.0625,0,8,0.0,2,0,0,2,1,0,2
competence_uniform_last_i1729_epoch1_calibration,domain,field survey,24,23,24,0.9583333333333334,20,24,0.8333333333333334,24,24,1.0,24,24,1.0,20,24,0.8333333333333334,20,24,0.8333333333333334,21,24,0.875,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,1,16,0.0625,0,8,0.0,4,0,0,4,3,0,4
competence_uniform_last_i1729_epoch1_calibration,domain,grant administration,24,22,24,0.9166666666666666,20,24,0.8333333333333334,24,24,1.0,24,24,1.0,20,24,0.8333333333333334,20,24,0.8333333333333334,20,24,0.8333333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,2,16,0.125,0,8,0.0,4,0,0,4,4,0,4
competence_uniform_last_i1729_epoch1_calibration,domain,manufacturing quality,24,20,24,0.8333333333333334,16,24,0.6666666666666666,24,24,1.0,24,24,1.0,16,24,0.6666666666666666,16,24,0.6666666666666666,16,24,0.6666666666666666,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,3,16,0.1875,1,8,0.125,8,0,0,8,8,0,8
competence_uniform_last_i1729_epoch1_calibration,domain,software release,24,22,24,0.9166666666666666,20,24,0.8333333333333334,24,24,1.0,24,24,1.0,20,24,0.8333333333333334,20,24,0.8333333333333334,21,24,0.875,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,1,16,0.0625,1,8,0.125,4,0,0,4,3,0,4
competence_uniform_last_i1729_epoch1_calibration,domain,warehouse dispatch,24,23,24,0.9583333333333334,22,24,0.9166666666666666,24,24,1.0,24,24,1.0,22,24,0.9166666666666666,22,24,0.9166666666666666,22,24,0.9166666666666666,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,1,16,0.0625,0,8,0.0,2,0,0,2,2,0,2
competence_uniform_last_i1729_epoch1_calibration,family,all__approved_only__events,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_uniform_last_i1729_epoch1_calibration,family,all__approved_only__issues,24,20,24,0.8333333333333334,16,24,0.6666666666666666,24,24,1.0,24,24,1.0,16,24,0.6666666666666666,16,24,0.6666666666666666,16,24,0.6666666666666666,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,4,16,0.25,0,8,0.0,8,0,0,8,8,0,8
competence_uniform_last_i1729_epoch1_calibration,family,all__none__events,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_uniform_last_i1729_epoch1_calibration,family,all__none__issues,24,20,24,0.8333333333333334,13,24,0.5416666666666666,24,24,1.0,24,24,1.0,13,24,0.5416666666666666,13,24,0.5416666666666666,15,24,0.625,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,2,16,0.125,2,8,0.25,11,0,0,11,9,0,11
competence_uniform_last_i1729_epoch1_calibration,family,current__approved_only__events,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_uniform_last_i1729_epoch1_calibration,family,current__approved_only__issues,24,20,24,0.8333333333333334,18,24,0.75,24,24,1.0,24,24,1.0,18,24,0.75,18,24,0.75,18,24,0.75,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,4,16,0.25,0,8,0.0,6,0,0,6,6,0,6
competence_uniform_last_i1729_epoch1_calibration,family,current__none__events,24,24,24,1.0,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,23,24,0.9583333333333334,23,24,0.9583333333333334,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,1,0,0,1,1,0,1
competence_uniform_last_i1729_epoch1_calibration,family,current__none__issues,24,23,24,0.9583333333333334,16,24,0.6666666666666666,24,24,1.0,24,24,1.0,16,24,0.6666666666666666,16,24,0.6666666666666666,18,24,0.75,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,1,16,0.0625,0,8,0.0,8,0,0,8,6,0,8
competence_uniform_last_i1729_epoch1_calibration,stratum,clear,64,62,64,0.96875,60,64,0.9375,64,64,1.0,64,64,1.0,60,64,0.9375,60,64,0.9375,60,64,0.9375,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,0,,2,64,0.03125,4,0,0,4,4,0,4
competence_uniform_last_i1729_epoch1_calibration,stratum,control_report,64,61,64,0.953125,50,64,0.78125,64,64,1.0,64,64,1.0,50,64,0.78125,50,64,0.78125,52,64,0.8125,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,3,64,0.046875,0,0,,14,0,0,14,12,0,14
competence_uniform_last_i1729_epoch1_calibration,stratum,trigger_report,64,56,64,0.875,48,64,0.75,64,64,1.0,64,64,1.0,48,64,0.75,48,64,0.75,50,64,0.78125,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,8,64,0.125,0,0,,16,0,0,16,14,0,16
competence_uniform_last_i1729_epoch1_calibration,suite,calibration,192,179,192,0.9322916666666666,158,192,0.8229166666666666,192,192,1.0,192,192,1.0,158,192,0.8229166666666666,158,192,0.8229166666666666,162,192,0.84375,192,192,1.0,192,192,1.0,192,192,1.0,192,192,1.0,11,128,0.0859375,2,64,0.03125,34,0,0,34,30,0,34
competence_uniform_last_i1729_epoch1_calibration,suite_stratum,calibration/clear,64,62,64,0.96875,60,64,0.9375,64,64,1.0,64,64,1.0,60,64,0.9375,60,64,0.9375,60,64,0.9375,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,0,,2,64,0.03125,4,0,0,4,4,0,4
competence_uniform_last_i1729_epoch1_calibration,suite_stratum,calibration/control_report,64,61,64,0.953125,50,64,0.78125,64,64,1.0,64,64,1.0,50,64,0.78125,50,64,0.78125,52,64,0.8125,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,3,64,0.046875,0,0,,14,0,0,14,12,0,14
competence_uniform_last_i1729_epoch1_calibration,suite_stratum,calibration/trigger_report,64,56,64,0.875,48,64,0.75,64,64,1.0,64,64,1.0,48,64,0.75,48,64,0.75,50,64,0.78125,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,8,64,0.125,0,0,,16,0,0,16,14,0,16
competence_uniform_last_i1729_epoch2_calibration,all,all,192,191,192,0.9947916666666666,182,192,0.9479166666666666,192,192,1.0,192,192,1.0,182,192,0.9479166666666666,182,192,0.9479166666666666,183,192,0.953125,192,192,1.0,192,192,1.0,192,192,1.0,192,192,1.0,0,128,0.0,1,64,0.015625,10,0,0,10,9,0,10
competence_uniform_last_i1729_epoch2_calibration,declared_operator,none,192,191,192,0.9947916666666666,182,192,0.9479166666666666,192,192,1.0,192,192,1.0,182,192,0.9479166666666666,182,192,0.9479166666666666,183,192,0.953125,192,192,1.0,192,192,1.0,192,192,1.0,192,192,1.0,0,128,0.0,1,64,0.015625,10,0,0,10,9,0,10
competence_uniform_last_i1729_epoch2_calibration,designated_operator,collapse_issues,42,42,42,1.0,39,42,0.9285714285714286,42,42,1.0,42,42,1.0,39,42,0.9285714285714286,39,42,0.9285714285714286,39,42,0.9285714285714286,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,0,42,0.0,0,0,,3,0,0,3,3,0,3
competence_uniform_last_i1729_epoch2_calibration,designated_operator,none,64,63,64,0.984375,62,64,0.96875,64,64,1.0,64,64,1.0,62,64,0.96875,62,64,0.96875,62,64,0.96875,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,0,,1,64,0.015625,2,0,0,2,2,0,2
competence_uniform_last_i1729_epoch2_calibration,designated_operator,recent_only,44,44,44,1.0,40,44,0.9090909090909091,44,44,1.0,44,44,1.0,40,44,0.9090909090909091,40,44,0.9090909090909091,41,44,0.9318181818181818,44,44,1.0,44,44,1.0,44,44,1.0,44,44,1.0,0,44,0.0,0,0,,4,0,0,4,3,0,4
competence_uniform_last_i1729_epoch2_calibration,designated_operator,requested_waivers,42,42,42,1.0,41,42,0.9761904761904762,42,42,1.0,42,42,1.0,41,42,0.9761904761904762,41,42,0.9761904761904762,41,42,0.9761904761904762,42,42,1.0,42,42,1.0,42,42,1.0,42,42,1.0,0,42,0.0,0,0,,1,0,0,1,1,0,1
competence_uniform_last_i1729_epoch2_calibration,domain,customer support,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_uniform_last_i1729_epoch2_calibration,domain,data pipeline,24,24,24,1.0,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,23,24,0.9583333333333334,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,1,0,0,1,0,0,1
competence_uniform_last_i1729_epoch2_calibration,domain,event operations,24,24,24,1.0,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,23,24,0.9583333333333334,23,24,0.9583333333333334,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,1,0,0,1,1,0,1
competence_uniform_last_i1729_epoch2_calibration,domain,field survey,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_uniform_last_i1729_epoch2_calibration,domain,grant administration,24,24,24,1.0,21,24,0.875,24,24,1.0,24,24,1.0,21,24,0.875,21,24,0.875,21,24,0.875,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,3,0,0,3,3,0,3
competence_uniform_last_i1729_epoch2_calibration,domain,manufacturing quality,24,24,24,1.0,22,24,0.9166666666666666,24,24,1.0,24,24,1.0,22,24,0.9166666666666666,22,24,0.9166666666666666,22,24,0.9166666666666666,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,2,0,0,2,2,0,2
competence_uniform_last_i1729_epoch2_calibration,domain,software release,24,23,24,0.9583333333333334,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,23,24,0.9583333333333334,23,24,0.9583333333333334,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,1,8,0.125,1,0,0,1,1,0,1
competence_uniform_last_i1729_epoch2_calibration,domain,warehouse dispatch,24,24,24,1.0,22,24,0.9166666666666666,24,24,1.0,24,24,1.0,22,24,0.9166666666666666,22,24,0.9166666666666666,22,24,0.9166666666666666,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,2,0,0,2,2,0,2
competence_uniform_last_i1729_epoch2_calibration,family,all__approved_only__events,24,23,24,0.9583333333333334,20,24,0.8333333333333334,24,24,1.0,24,24,1.0,20,24,0.8333333333333334,20,24,0.8333333333333334,20,24,0.8333333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,1,8,0.125,4,0,0,4,4,0,4
competence_uniform_last_i1729_epoch2_calibration,family,all__approved_only__issues,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_uniform_last_i1729_epoch2_calibration,family,all__none__events,24,24,24,1.0,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,23,24,0.9583333333333334,23,24,0.9583333333333334,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,1,0,0,1,1,0,1
competence_uniform_last_i1729_epoch2_calibration,family,all__none__issues,24,24,24,1.0,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,23,24,0.9583333333333334,23,24,0.9583333333333334,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,1,0,0,1,1,0,1
competence_uniform_last_i1729_epoch2_calibration,family,current__approved_only__events,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_uniform_last_i1729_epoch2_calibration,family,current__approved_only__issues,24,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,0,0,0,0,0,0,0
competence_uniform_last_i1729_epoch2_calibration,family,current__none__events,24,24,24,1.0,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,23,24,0.9583333333333334,23,24,0.9583333333333334,23,24,0.9583333333333334,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,1,0,0,1,1,0,1
competence_uniform_last_i1729_epoch2_calibration,family,current__none__issues,24,24,24,1.0,21,24,0.875,24,24,1.0,24,24,1.0,21,24,0.875,21,24,0.875,22,24,0.9166666666666666,24,24,1.0,24,24,1.0,24,24,1.0,24,24,1.0,0,16,0.0,0,8,0.0,3,0,0,3,2,0,3
competence_uniform_last_i1729_epoch2_calibration,stratum,clear,64,63,64,0.984375,62,64,0.96875,64,64,1.0,64,64,1.0,62,64,0.96875,62,64,0.96875,62,64,0.96875,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,0,,1,64,0.015625,2,0,0,2,2,0,2
competence_uniform_last_i1729_epoch2_calibration,stratum,control_report,64,64,64,1.0,59,64,0.921875,64,64,1.0,64,64,1.0,59,64,0.921875,59,64,0.921875,59,64,0.921875,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,64,0.0,0,0,,5,0,0,5,5,0,5
competence_uniform_last_i1729_epoch2_calibration,stratum,trigger_report,64,64,64,1.0,61,64,0.953125,64,64,1.0,64,64,1.0,61,64,0.953125,61,64,0.953125,62,64,0.96875,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,64,0.0,0,0,,3,0,0,3,2,0,3
competence_uniform_last_i1729_epoch2_calibration,suite,calibration,192,191,192,0.9947916666666666,182,192,0.9479166666666666,192,192,1.0,192,192,1.0,182,192,0.9479166666666666,182,192,0.9479166666666666,183,192,0.953125,192,192,1.0,192,192,1.0,192,192,1.0,192,192,1.0,0,128,0.0,1,64,0.015625,10,0,0,10,9,0,10
competence_uniform_last_i1729_epoch2_calibration,suite_stratum,calibration/clear,64,63,64,0.984375,62,64,0.96875,64,64,1.0,64,64,1.0,62,64,0.96875,62,64,0.96875,62,64,0.96875,64,64,1.0,64,64,1.0,64,64,1.0,64,64,1.0,0,0,,1,64,0.015625,2,0,0,2,2,0,2
